titulo,precio,calle,latitud,longitud,metros,habitaciones,baños,año_construccion,terraza,balcon,garaje,ascensor,jardin,piscina,aire_acondicionado,ocupado,habitable,reforma,fecha_publicacion,publicacion_mes,publicacion_dia_semana,antiguedad_dias,zona_Cala Sant Francesc - Santa Cristina,zona_Centre,zona_Els Pavos,zona_Els Pins,zona_La Plantera,zona_Mont Ferrant - Sant Joan,zona_Semicentre,zona_Urbanitzacions,tipo_casa,tipo_estudio,tipo_otro,tipo_piso,precio_m2,ratio_habitaciones_baños,n_extras,zona
Piso en venta en Mont Ferrant - Sant Joan,166000,carrer mas vaixeller,41.67847922230874,2.779174254327162,90,3,1,1980.0,0,1,0,1,0,0,0,0,1,0,2025-04-07,4,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1844.4444444444443,3.0,2,Mont Ferrant - Sant Joan
Casa o chalet independiente en venta en calle Vidal i Barraquer,900000,carrer vidal i barraquer,41.676961560029504,2.7984429487905493,300,4,2,1986.0,0,0,0,0,0,1,0,0,1,0,2024-11-20,11,2,140,0,0,0,0,0,1,0,0,1,0,0,0,3000.0,2.0,1,Mont Ferrant - Sant Joan
Chalet adosado en venta en paseo de Santa Bàrbara,599000,passeig de santa bàrbara,41.681528926410095,2.8014988922998643,173,4,3,1998.0,1,0,1,0,1,1,1,0,1,0,2025-02-01,2,5,67,0,0,0,0,0,1,0,0,1,0,0,0,3462.42774566474,1.3333333333333333,5,Mont Ferrant - Sant Joan
Casa o chalet independiente en venta en Cala Sant Francesc - Santa Cristina,1800000,carrer de sant francesc,41.68812440873454,2.8021213149376165,570,4,5,1986.0,1,0,1,0,1,1,1,0,1,0,2025-01-02,1,3,97,1,0,0,0,0,0,0,0,1,0,0,0,3157.8947368421054,0.8,5,Cala Sant Francesc - Santa Cristina
Casa o chalet independiente en venta en Urbanitzacions,700000,carrer urbanitzacions,41.691889674036815,2.795310049968309,479,5,3,2005.0,0,0,1,0,1,1,0,0,1,0,2025-02-18,2,1,50,0,0,0,0,0,0,0,1,1,0,0,0,1461.3778705636744,1.6666666666666667,3,Urbanitzacions
Casa de pueblo en venta en Centre,525000,carrer ample,41.67454693196272,2.791958077322335,352,4,3,1973.0,1,0,0,0,0,0,1,0,1,0,2025-01-30,1,3,69,0,1,0,0,0,0,0,0,1,0,0,0,1491.4772727272727,1.3333333333333333,2,Centre
Piso en venta en calle Josep Carner,99000,carrer josep carner,41.66837048986316,2.7776464965773737,86,3,1,1978.0,0,1,0,1,0,0,0,0,1,0,2025-03-18,3,1,22,0,0,0,0,1,0,0,0,0,0,0,1,1151.1627906976744,3.0,2,La Plantera
Casa o chalet independiente en venta en Cala Sant Francesc - Santa Cristina,1280000,carrer de sant francesc,41.68812440873454,2.8021213149376165,218,4,2,1978.0,1,0,1,0,1,1,0,0,1,0,2025-02-03,2,0,65,1,0,0,0,0,0,0,0,1,0,0,0,5871.559633027523,2.0,4,Cala Sant Francesc - Santa Cristina
Casa o chalet independiente en venta en Centre,389000,carrer ample,41.67454693196272,2.791958077322335,166,7,4,1920.0,1,0,0,0,0,0,1,0,1,0,2024-11-04,11,0,156,0,1,0,0,0,0,0,0,1,0,0,0,2343.373493975904,1.75,2,Centre
Casa o chalet independiente en venta en Urbanitzacions,800000,carrer urbanitzacions,41.691889674036815,2.795310049968309,368,4,3,1997.0,1,0,1,0,1,1,0,0,1,0,2024-11-20,11,2,140,0,0,0,0,0,0,0,1,1,0,0,0,2173.913043478261,1.3333333333333333,4,Urbanitzacions
Casa o chalet independiente en venta en Cala Sant Francesc - Santa Cristina,1100000,carrer de sant francesc,41.68812440873454,2.8021213149376165,350,3,4,1986.0,1,0,0,0,1,1,1,0,1,0,2024-11-20,11,2,140,1,0,0,0,0,0,0,0,1,0,0,0,3142.8571428571427,0.75,4,Cala Sant Francesc - Santa Cristina
Piso en venta en plaza Mèrida,124400,plaça mèrida,41.66796668719208,2.7732642503798903,120,1,1,1986.0,0,0,1,1,0,0,1,0,1,0,2024-11-19,11,1,141,0,0,0,0,1,0,0,0,0,0,0,1,1036.6666666666667,1.0,3,La Plantera
Piso en venta en calle de la Fe,183500,carrer de la fe,41.67725771213951,2.7864197305069935,83,3,1,1973.0,0,0,0,1,0,0,0,0,1,0,2024-12-11,12,2,119,0,1,0,0,0,0,0,0,0,0,0,1,2210.843373493976,3.0,1,Centre
Chalet adosado en venta en calle Petit de Raval,650000,carrer petit de raval,41.67651690114528,2.7922850047117125,321,4,3,1986.0,0,1,1,0,1,0,1,0,1,0,2024-12-21,12,5,109,0,1,0,0,0,0,0,0,1,0,0,0,2024.9221183800623,1.3333333333333333,4,Centre
Piso en venta en calle de Santa Cecília,148000,carrer de santa cecília,41.67898715,2.78643435,60,2,1,1984.0,1,0,0,1,0,0,1,0,1,0,2025-04-05,4,5,4,0,0,0,0,0,0,1,0,0,0,0,1,2466.6666666666665,2.0,3,Semicentre
Piso en venta en Semicentre,169000,"carrer anselm clavé,62",41.677296,2.7873864,75,2,1,1986.0,1,0,0,1,0,0,0,0,1,0,2025-03-13,3,3,27,0,0,0,0,0,0,1,0,0,0,0,1,2253.3333333333335,2.0,2,Semicentre
"Piso en venta en calle Pablo Neruda, 8",166000,"carrer pablo neruda, 8",41.667444200000006,2.77508605,90,3,2,1982.0,0,1,0,1,0,0,0,0,1,0,2024-07-18,7,3,265,0,0,0,0,1,0,0,0,0,0,0,1,1844.4444444444443,1.5,2,La Plantera
Piso en venta en Els Pins,196000,carrer vila de paris,41.66407367300141,2.783408558724116,52,1,1,1986.0,1,0,0,1,0,0,1,0,1,0,2025-04-05,4,5,4,0,0,0,1,0,0,0,0,0,0,0,1,3769.230769230769,1.0,3,Els Pins
Piso en venta en Semicentre,159000,"carrer anselm clavé,62",41.677296,2.7873864,123,3,2,1972.0,0,0,0,1,0,0,0,0,1,0,2025-04-04,4,4,5,0,0,0,0,0,0,1,0,0,0,0,1,1292.6829268292684,1.5,1,Semicentre
"Casa o chalet independiente en venta en calle de la Cala, 37",1500000,"carrer de la cala, 37",41.680072801197625,2.808561880008474,600,6,6,1999.0,1,0,1,0,1,1,1,0,1,0,2025-04-05,4,5,4,1,0,0,0,0,0,0,0,1,0,0,0,2500.0,1.0,5,Cala Sant Francesc - Santa Cristina
Piso en venta en Semicentre,127000,"carrer anselm clavé,62",41.677296,2.7873864,49,1,1,1986.0,1,0,0,1,0,0,0,0,1,0,2025-04-04,4,4,5,0,0,0,0,0,0,1,0,0,0,0,1,2591.8367346938776,1.0,2,Semicentre
Casa o chalet independiente en venta en Centre,400000,carrer ample,41.67454693196272,2.791958077322335,130,3,2,1986.0,1,0,0,0,0,0,1,0,1,0,2025-03-17,3,0,23,0,1,0,0,0,0,0,0,1,0,0,0,3076.923076923077,1.5,2,Centre
Piso en venta en paseo Bitácora,598000,passeig bitácora,41.6791319,2.8060196999999993,144,4,2,1986.0,0,0,0,1,0,0,0,0,1,0,2025-01-08,1,2,91,1,0,0,0,0,0,0,0,0,0,0,1,4152.777777777777,2.0,1,Cala Sant Francesc - Santa Cristina
Casa o chalet en venta en calle Mirador de la Cala,885000,carrer mirador de la cala,41.68158738092193,2.809054331191985,270,4,3,1999.0,1,0,0,0,0,0,0,0,1,0,2025-03-13,3,3,27,1,0,0,0,0,0,0,0,1,0,0,0,3277.777777777778,1.3333333333333333,1,Cala Sant Francesc - Santa Cristina
Ático en venta en paseo de s'Abanell,277000,passeig de s'abanell,41.66308080651631,2.7838917772438716,70,3,2,1967.0,1,0,0,1,0,0,1,0,1,0,2025-03-26,3,2,14,0,0,0,1,0,0,0,0,0,0,0,1,3957.1428571428573,1.5,3,Els Pins
Casa o chalet independiente en venta en calle Mirador de la Cala,1000000,carrer mirador de la cala,41.68158738092193,2.809054331191985,320,5,4,1986.0,1,0,1,0,1,1,1,0,1,0,2025-03-04,3,1,36,1,0,0,0,0,0,0,0,1,0,0,0,3125.0,1.25,5,Cala Sant Francesc - Santa Cristina
Piso en venta en Centre,177000,carrer ample,41.67454693196272,2.791958077322335,95,4,1,1986.0,0,1,0,1,0,0,0,0,1,0,2025-04-03,4,3,6,0,1,0,0,0,0,0,0,0,0,0,1,1863.157894736842,4.0,2,Centre
Casa o chalet independiente en venta en Cala Sant Francesc - Santa Cristina,1600000,carrer de sant francesc,41.68885595,2.80214255,350,4,3,2010.0,1,0,1,0,1,1,1,0,1,0,2024-12-13,12,4,117,1,0,0,0,0,0,0,0,1,0,0,0,4571.428571428572,1.3333333333333333,5,Cala Sant Francesc - Santa Cristina
Casa o chalet independiente en venta en Urbanitzacions,790000,carrer urbanitzacions,41.691889674036815,2.795310049968309,361,4,2,1986.0,1,0,0,0,0,0,0,0,1,0,2024-07-19,7,4,264,0,0,0,0,0,0,0,1,1,0,0,0,2188.3656509695293,2.0,1,Urbanitzacions
Casa o chalet independiente en venta en Centre,870000,carrer ample,41.67454693196272,2.791958077322335,325,5,3,1986.0,1,0,1,0,1,0,1,0,1,0,2024-12-24,12,1,106,0,1,0,0,0,0,0,0,1,0,0,0,2676.923076923077,1.6666666666666667,4,Centre
Piso en venta en Centre,169000,carrer ample,41.67454693196272,2.791958077322335,79,3,1,1986.0,1,0,0,1,0,0,0,0,1,0,2025-01-25,1,5,74,0,1,0,0,0,0,0,0,0,0,0,1,2139.240506329114,3.0,2,Centre
"Casa o chalet en venta en calle de Mas Terrats, 19 -22",2100000,"carrer de mas terrats, 19 -22",41.67757468505979,2.7943928121177115,450,4,4,1986.0,1,0,1,0,1,0,0,0,1,0,2025-03-13,3,3,27,0,0,0,0,0,1,0,0,1,0,0,0,4666.666666666667,1.0,3,Mont Ferrant - Sant Joan
Casa o chalet independiente en venta en Cala Sant Francesc - Santa Cristina,950000,carrer de sant francesc,41.68885595,2.80214255,370,4,3,1999.0,1,0,1,0,1,1,1,0,0,0,2025-03-29,3,5,11,1,0,0,0,0,0,0,0,1,0,0,0,2567.5675675675675,1.3333333333333333,5,Cala Sant Francesc - Santa Cristina
Casa o chalet independiente en venta en Centre,850000,carrer ample,41.67454693196272,2.791958077322335,500,6,2,1990.0,1,0,1,0,1,0,1,0,1,0,2024-12-24,12,1,106,0,1,0,0,0,0,0,0,1,0,0,0,1700.0,3.0,4,Centre
Casa o chalet independiente en venta en Semicentre,340000,"carrer anselm clavé,62",41.677296,2.7873864,255,3,1,1975.0,1,0,0,0,1,0,0,0,1,0,2025-02-21,2,4,47,0,0,0,0,0,0,1,0,1,0,0,0,1333.3333333333333,3.0,2,Semicentre
Piso en venta en Els Pins,249500,carrer vila de paris,41.66407367300141,2.783408558724116,76,2,1,1986.0,0,1,0,1,0,1,1,0,1,0,2025-01-28,1,1,71,0,0,0,1,0,0,0,0,0,0,0,1,3282.8947368421054,2.0,4,Els Pins
Piso en venta en Centre,228000,carrer ample,41.67454693196272,2.791958077322335,122,3,2,1986.0,1,0,0,1,0,0,0,0,1,0,2024-12-24,12,1,106,0,1,0,0,0,0,0,0,0,0,0,1,1868.8524590163934,1.5,2,Centre
Piso en venta en Els Pins,192000,carrer vila de paris,41.66407367300141,2.783408558724116,87,2,2,1973.0,0,1,0,1,0,0,0,0,1,0,2025-01-02,1,3,97,0,0,0,1,0,0,0,0,0,0,0,1,2206.896551724138,1.0,2,Els Pins
Piso en venta en La Plantera,180000,carrer béjar,41.66839367930616,2.775473038042611,95,2,1,1986.0,1,0,0,1,0,0,0,0,1,0,2025-01-18,1,5,81,0,0,0,0,1,0,0,0,0,0,0,1,1894.7368421052631,2.0,2,La Plantera
Casa o chalet independiente en venta en Urbanitzacions,525000,carrer urbanitzacions,41.691889674036815,2.795310049968309,245,5,3,1986.0,0,1,1,0,1,1,1,0,1,0,2025-02-24,2,0,44,0,0,0,0,0,0,0,1,1,0,0,0,2142.8571428571427,1.6666666666666667,5,Urbanitzacions
Piso en venta en La Plantera,126000,carrer béjar,41.66839367930616,2.775473038042611,48,1,1,1986.0,0,0,0,1,0,0,1,0,1,0,2025-01-24,1,4,75,0,0,0,0,1,0,0,0,0,0,0,1,2625.0,1.0,2,La Plantera
"Casa o chalet en venta en calle de la Cala, 57 -23",1800000,"carrer de la cala, 57 -23",41.68057478687336,2.8062159481904767,340,4,4,1986.0,0,0,1,0,1,1,0,0,1,0,2025-03-13,3,3,27,1,0,0,0,0,0,0,0,1,0,0,0,5294.117647058823,1.0,3,Cala Sant Francesc - Santa Cristina
Piso en venta en Semicentre,207900,"carrer anselm clavé,62",41.677296,2.7873864,112,3,2,1997.0,0,1,0,1,0,0,1,0,1,0,2025-04-05,4,5,4,0,0,0,0,0,0,1,0,0,0,0,1,1856.25,1.5,3,Semicentre
Piso en venta en La Plantera,95000,carrer béjar,41.66839367930616,2.775473038042611,62,2,1,1977.0,0,0,0,1,0,0,0,0,1,0,2025-03-07,3,4,33,0,0,0,0,1,0,0,0,0,0,0,1,1532.258064516129,2.0,1,La Plantera
Casa o chalet independiente en venta en Cala Sant Francesc - Santa Cristina,1250000,carrer de sant francesc,41.68885595,2.80214255,455,5,5,1993.0,1,0,1,0,1,0,0,0,1,0,2025-03-06,3,3,34,1,0,0,0,0,0,0,0,1,0,0,0,2747.252747252747,1.0,3,Cala Sant Francesc - Santa Cristina
Piso en venta en avenida Extremadura,180000,avinguda extremadura,41.66840593875128,2.7768757983649746,97,2,1,1980.0,0,1,0,1,0,0,1,0,1,0,2024-10-02,10,2,189,0,0,0,0,1,0,0,0,0,0,0,1,1855.6701030927834,2.0,3,La Plantera
Piso en venta en Els Pins,199500,carrer vila de paris,41.66407367300141,2.783408558724116,84,3,1,1967.0,0,1,0,1,0,0,0,0,1,0,2025-04-05,4,5,4,0,0,0,1,0,0,0,0,0,0,0,1,2375.0,3.0,2,Els Pins
Piso en venta en calle Espronceda,140000,carrer espronceda,41.66841556114663,2.774977175572961,58,1,1,2007.0,0,1,0,1,0,0,1,0,1,0,2024-09-25,9,2,196,0,0,0,0,1,0,0,0,0,0,0,1,2413.793103448276,1.0,3,La Plantera
Piso en venta en La Plantera,135000,carrer béjar,41.66839367930616,2.775473038042611,49,2,1,1970.0,1,0,0,1,0,1,0,0,1,0,2025-02-05,2,2,63,0,0,0,0,1,0,0,0,0,0,0,1,2755.1020408163267,2.0,3,La Plantera
Piso en venta en plaza Merida,120000,plaça merida,41.66796668719208,2.7732642503798903,50,1,1,1992.0,0,0,1,1,0,0,1,0,1,0,2024-09-25,9,2,196,0,0,0,0,1,0,0,0,0,0,0,1,2400.0,1.0,3,La Plantera
Piso en venta en Centre,240000,carrer ample,41.67454693196272,2.791958077322335,98,2,3,1986.0,1,0,0,1,0,0,1,0,1,0,2025-04-04,4,4,5,0,1,0,0,0,0,0,0,0,0,0,1,2448.9795918367345,0.6666666666666666,3,Centre
Ático en venta en Centre,155000,carrer ample,41.67454693196272,2.791958077322335,71,3,1,1967.0,1,0,0,1,0,0,0,0,1,0,2025-04-08,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2183.0985915492956,3.0,2,Centre
Piso en venta en Els Pins,298000,carrer vila de paris,41.66407367300141,2.783408558724116,100,3,2,1978.0,0,1,0,1,0,1,0,0,1,0,2025-03-28,3,4,12,0,0,0,1,0,0,0,0,0,0,0,1,2980.0,1.5,3,Els Pins
Finca rústica en venta en Residencial Blanes s/n,80000,carrer residencial blanes s/n,41.691889674036815,2.795310049968309,70,3,1,1986.0,1,0,0,0,0,0,0,0,0,0,2025-04-05,4,5,4,0,0,0,0,0,0,0,1,0,0,1,0,1142.857142857143,3.0,1,Urbanitzacions
Piso en venta en Els Pavos,187000,"carrer provença,4",41.67561905639978,2.781819036155578,71,2,2,1998.0,1,0,0,1,0,0,0,0,1,0,2025-03-27,3,3,13,0,0,1,0,0,0,0,0,0,0,0,1,2633.8028169014083,1.0,2,Els Pavos
Casa o chalet independiente en venta en calle Marià Fortuny,900000,carrer marià fortuny,41.67767202475727,2.7972514310393866,200,4,2,1989.0,1,0,1,0,1,1,0,0,1,0,2024-12-02,12,0,128,0,0,0,0,0,1,0,0,1,0,0,0,4500.0,2.0,4,Mont Ferrant - Sant Joan
Piso en venta en Els Pavos,215000,"carrer provença,4",41.67561905639978,2.781819036155578,90,3,2,1996.0,0,1,0,1,0,0,1,0,1,0,2025-03-19,3,2,21,0,0,1,0,0,0,0,0,0,0,0,1,2388.8888888888887,1.5,3,Els Pavos
Piso en venta en Centre,223000,carrer ample,41.67454693196272,2.791958077322335,122,3,2,2000.0,1,0,0,1,0,0,1,0,1,0,2025-04-08,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1827.8688524590164,1.5,3,Centre
Piso en venta en Mont Ferrant - Sant Joan,134000,carrer mas vaixeller,41.67847922230874,2.779174254327162,78,2,1,1980.0,0,0,0,1,0,0,0,0,1,0,2024-11-14,11,3,146,0,0,0,0,0,1,0,0,0,0,0,1,1717.948717948718,2.0,1,Mont Ferrant - Sant Joan
Piso en venta en Centre,158000,carrer ample,41.67454693196272,2.791958077322335,55,2,1,1964.0,0,0,0,1,0,0,0,0,1,0,2025-03-12,3,2,28,0,1,0,0,0,0,0,0,0,0,0,1,2872.7272727272725,2.0,1,Centre
Piso en venta en Els Pavos,138000,"carrer provença,4",41.67561905639978,2.781819036155578,84,3,2,1972.0,0,1,0,1,0,0,0,0,1,0,2025-04-04,4,4,5,0,0,1,0,0,0,0,0,0,0,0,1,1642.857142857143,1.5,2,Els Pavos
Piso en venta en Semicentre,289000,"carrer anselm clavé,62",41.677296,2.7873864,131,4,2,1977.0,0,1,0,1,0,0,1,0,1,0,2025-04-04,4,4,5,0,0,0,0,0,0,1,0,0,0,0,1,2206.1068702290077,2.0,3,Semicentre
Piso en venta en La Plantera,143000,carrer béjar,41.66839367930616,2.775473038042611,50,1,1,2007.0,0,1,0,1,0,1,0,0,1,0,2025-04-07,4,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2860.0,1.0,3,La Plantera
Piso en venta en Els Pins,255000,carrer vila de paris,41.66407367300141,2.783408558724116,124,4,2,1986.0,0,1,0,1,0,0,0,0,1,0,2025-03-21,3,4,19,0,0,0,1,0,0,0,0,0,0,0,1,2056.451612903226,2.0,2,Els Pins
Casa o chalet independiente en venta en Cala Sant Francesc - Santa Cristina,1950000,carrer de sant francesc,41.68812440873454,2.8021213149376165,342,5,4,1981.0,0,0,1,0,1,1,1,0,1,0,2025-02-03,2,0,65,1,0,0,0,0,0,0,0,1,0,0,0,5701.754385964912,1.25,4,Cala Sant Francesc - Santa Cristina
Casa o chalet independiente en venta en Cala Sant Francesc - Santa Cristina,1950000,carrer de sant francesc,41.68885595,2.80214255,507,5,4,2013.0,1,0,1,0,1,1,1,0,1,0,2025-04-01,4,1,8,1,0,0,0,0,0,0,0,1,0,0,0,3846.153846153846,1.25,5,Cala Sant Francesc - Santa Cristina
Piso en venta en Centre,159000,carrer ample,41.67454693196272,2.791958077322335,80,1,1,1990.0,1,0,0,1,0,0,1,0,1,0,2025-04-07,4,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1987.5,1.0,3,Centre
Piso en venta en Cala Sant Francesc - Santa Cristina,836000,carrer de sant francesc,41.68885595,2.80214255,391,3,4,2000.0,1,0,1,1,0,1,1,0,1,0,2025-02-28,2,4,40,1,0,0,0,0,0,0,0,0,0,0,1,2138.1074168797954,0.75,5,Cala Sant Francesc - Santa Cristina
"Estudio en venta en calle Vila de París, 4",120000,"carrer vila de parís, 4",41.66407367300141,2.783408558724116,24,0,1,1986.0,0,0,0,1,0,1,0,0,1,0,2025-04-05,4,5,4,0,0,0,1,0,0,0,0,0,1,0,0,5000.0,0.0,2,Els Pins
Chalet adosado en venta en Centre,570000,carrer ample,41.67454693196272,2.791958077322335,421,5,4,1960.0,1,0,0,0,0,0,0,0,1,0,2025-04-04,4,4,5,0,1,0,0,0,0,0,0,1,0,0,0,1353.9192399049882,1.25,1,Centre
Piso en venta en Centre,384000,carrer ample,41.67454693196272,2.791958077322335,96,3,2,1970.0,0,1,0,1,0,0,0,0,1,0,2025-03-05,3,2,35,0,1,0,0,0,0,0,0,0,0,0,1,4000.0,1.5,2,Centre
Casa rural en venta en carretera Tordera,850000,carretera tordera,41.68467202811999,2.7687823565796603,1200,7,3,1986.0,1,0,1,0,1,1,0,0,1,0,2025-03-10,3,0,30,0,0,0,0,0,0,1,0,1,0,0,0,708.3333333333334,2.3333333333333335,4,Semicentre
Piso en venta en Centre,84000,carrer ample,41.67454693196272,2.791958077322335,31,1,1,1986.0,0,0,0,1,0,0,0,0,0,0,2025-04-04,4,4,5,0,1,0,0,0,0,0,0,0,0,0,1,2709.6774193548385,1.0,1,Centre
Piso en venta en Centre,135000,carrer ample,41.67454693196272,2.791958077322335,25,1,1,1970.0,0,0,0,1,0,0,0,0,1,0,2025-04-04,4,4,5,0,1,0,0,0,0,0,0,0,0,0,1,5400.0,1.0,1,Centre
Casa o chalet en venta en Els Pins,399000,carrer vila de paris,41.66407367300141,2.783408558724116,130,4,2,1986.0,1,0,1,0,1,0,0,0,1,0,2025-04-08,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,3069.230769230769,2.0,3,Els Pins
Casa o chalet independiente en venta en Mont Ferrant - Sant Joan,295000,carrer mas vaixeller,41.67739235958661,2.7796335403619707,208,6,3,1960.0,1,0,1,0,0,0,0,0,1,0,2025-03-27,3,3,13,0,0,0,0,0,1,0,0,1,0,0,0,1418.2692307692307,2.0,2,Mont Ferrant - Sant Joan
"Piso en venta en calle de Sant Bonós, 7",183750,"carrer de sant bonós, 7",41.673397191328206,2.7888824786952617,59,1,1,1986.0,0,0,0,1,0,0,0,0,1,0,2025-04-05,4,5,4,0,1,0,0,0,0,0,0,0,0,0,1,3114.406779661017,1.0,1,Centre
Piso en venta en Centre,153500,carrer ample,41.67454693196272,2.791958077322335,51,2,1,2007.0,0,1,0,1,0,0,1,0,1,0,2025-04-04,4,4,5,0,1,0,0,0,0,0,0,0,0,0,1,3009.8039215686276,2.0,3,Centre
Piso en venta en Centre,228000,carrer ample,41.67454693196272,2.791958077322335,122,3,2,2000.0,0,0,0,1,0,0,0,0,1,0,2025-03-05,3,2,35,0,1,0,0,0,0,0,0,0,0,0,1,1868.8524590163934,1.5,1,Centre
Piso en venta en La Plantera,150000,carrer béjar,41.66839367930616,2.775473038042611,50,1,1,2004.0,1,0,0,1,0,0,1,0,1,0,2025-04-05,4,5,4,0,0,0,0,1,0,0,0,0,0,0,1,3000.0,1.0,3,La Plantera
Ático en venta en calle del Cadí,177000,carrer del cadí,41.67515087937438,2.7913095396285685,95,4,1,1974.0,1,0,0,1,0,0,0,0,1,0,2024-10-21,10,0,170,0,1,0,0,0,0,0,0,0,0,0,1,1863.157894736842,4.0,2,Centre
Piso en venta en avenida Extremadura,246000,avinguda extremadura,41.66840593875128,2.7768757983649746,109,3,2,1993.0,1,0,0,1,0,0,1,0,1,0,2024-06-20,6,3,293,0,0,0,0,1,0,0,0,0,0,0,1,2256.880733944954,1.5,3,La Plantera
Casa o chalet independiente en venta en Cala Sant Francesc - Santa Cristina,2450000,carrer de sant francesc,41.68565600269289,2.80189424883582,450,11,5,1979.0,1,0,1,0,1,0,1,0,1,0,2024-08-11,8,6,241,1,0,0,0,0,0,0,0,1,0,0,0,5444.444444444444,2.2,4,Cala Sant Francesc - Santa Cristina
Ático en venta en Centre,318000,carrer ample,41.67454693196272,2.791958077322335,108,3,3,1994.0,1,0,0,1,0,0,0,0,1,0,2024-07-26,7,4,257,0,1,0,0,0,0,0,0,0,0,0,1,2944.4444444444443,1.0,2,Centre
Piso en venta en Els Pins,335000,carrer vila de paris,41.66407367300141,2.783408558724116,87,3,1,1967.0,1,0,0,1,0,0,0,0,1,0,2025-03-25,3,1,15,0,0,0,1,0,0,0,0,0,0,0,1,3850.574712643678,3.0,2,Els Pins
Casa o chalet independiente en venta en Mont Ferrant - Sant Joan,2000000,carrer mas vaixeller,41.677252,2.77971885,1000,4,4,1986.0,1,0,1,0,0,0,1,0,1,0,2025-02-01,2,5,67,0,0,0,0,0,1,0,0,1,0,0,0,2000.0,1.0,3,Mont Ferrant - Sant Joan
Chalet adosado en venta en calle de Provença,340000,carrer de provença,41.67561905639978,2.781819036155578,120,4,2,1986.0,1,0,1,0,1,0,1,0,1,0,2025-04-07,4,0,2,0,0,1,0,0,0,0,0,1,0,0,0,2833.3333333333335,2.0,4,Els Pavos
Casa o chalet independiente en venta en calle de la Cala,1800000,carrer de la cala,41.6800357,2.8051396,654,5,6,1980.0,1,0,1,0,1,1,1,0,1,0,2025-04-07,4,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2752.293577981651,0.8333333333333334,5,Cala Sant Francesc - Santa Cristina
Piso en venta en Els Pavos,339000,"carrer provença,4",41.67561905639978,2.781819036155578,134,4,2,1997.0,0,1,1,1,0,1,0,0,1,0,2025-04-03,4,3,6,0,0,1,0,0,0,0,0,0,0,0,1,2529.8507462686566,2.0,4,Els Pavos
Chalet adosado en venta en Centre,570000,carrer ample,41.67454693196272,2.791958077322335,421,5,4,2006.0,1,0,1,0,0,0,0,0,1,0,2025-04-03,4,3,6,0,1,0,0,0,0,0,0,1,0,0,0,1353.9192399049882,1.25,2,Centre
Casa o chalet independiente en venta en Semicentre,305000,"carrer anselm clavé,62",41.677296,2.7873864,250,3,1,1975.0,1,0,1,0,1,0,0,0,1,0,2025-04-03,4,3,6,0,0,0,0,0,0,1,0,1,0,0,0,1220.0,3.0,3,Semicentre
Piso en venta en La Plantera,150500,carrer béjar,41.66839367930616,2.775473038042611,63,3,1,1970.0,0,1,0,1,0,0,1,0,1,0,2025-04-04,4,4,5,0,0,0,0,1,0,0,0,0,0,0,1,2388.8888888888887,3.0,3,La Plantera
Estudio en venta en Centre,135000,carrer ample,41.67454693196272,2.791958077322335,25,0,1,1970.0,1,0,0,1,0,0,0,0,1,0,2025-04-07,4,0,2,0,1,0,0,0,0,0,0,0,1,0,0,5400.0,0.0,2,Centre
Piso en venta en calle de la Vila de Lloret,190000,carrer de la vila de lloret,41.6877492,2.7991501,75,3,2,2005.0,0,1,0,1,0,0,0,0,1,0,2025-04-08,4,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2533.3333333333335,1.5,2,Mont Ferrant - Sant Joan
Piso en venta en rambla de Joaquim Ruyra,185000,carrer rambla de joaquim ruyra,41.67515087937438,2.7913095396285685,72,2,1,1971.0,0,0,0,1,0,0,1,0,1,0,2025-03-03,3,0,37,0,1,0,0,0,0,0,0,0,0,0,1,2569.4444444444443,2.0,2,Centre
Piso en venta en calle Vilar Petit,127000,carrer vilar petit,41.67860347835571,2.7815218115257156,50,1,1,1993.0,0,1,0,1,0,0,1,0,1,0,2025-04-07,4,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2540.0,1.0,3,Semicentre
Casa o chalet independiente en venta en Cala Sant Francesc - Santa Cristina,695000,carrer de sant francesc,41.68565600269289,2.80189424883582,150,3,4,2001.0,1,0,1,0,0,1,0,0,1,0,2025-03-27,3,3,13,1,0,0,0,0,0,0,0,1,0,0,0,4633.333333333333,0.75,3,Cala Sant Francesc - Santa Cristina
Piso en venta en avenida Catalunya,75000,avinguda catalunya,41.68368089969945,2.7928017639573333,83,3,1,1986.0,0,0,0,1,0,0,0,0,1,0,2025-04-08,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,903.6144578313254,3.0,1,Els Pins
Chalet adosado en venta en calle de Raval,355000,carrer de raval,41.67651690114528,2.7922850047117125,195,4,2,1962.0,1,0,1,0,0,0,0,0,1,0,2025-04-05,4,5,4,0,1,0,0,0,0,0,0,1,0,0,0,1820.5128205128206,2.0,2,Centre
